"region","prefecture","commune","canton","nom","categorie","est_public","a_terrain_sport","lon","lat"
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Boxberg","Primaire",FALSE,FALSE,1.22057211961452,6.22797006940242
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPC Agoe Nyive","Primaire",FALSE,FALSE,1.21144811790649,6.22625936120165
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Adjougba Sorad Gb","Primaire",TRUE,FALSE,1.21577719998923,6.2340829637861
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Kitidjan Gb","Primaire",TRUE,TRUE,1.21619248825608,6.21887347015003
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Adjougba Gc","Primaire",TRUE,FALSE,1.22248689155986,6.22808065658409
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Casa Dei Bambini Primaire","Primaire",FALSE,FALSE,1.2157043738582,6.2215902824909
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Confidence 1 Primaire","Primaire",FALSE,FALSE,1.21459666666667,6.221285
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Don De Dieu Logos","Primaire",FALSE,FALSE,1.22334889804256,6.22622881887946
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JE La Promotion","Préscolaire",FALSE,FALSE,1.23618279872012,6.21920763491221
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Primaire Complexe Scolaire Larousse","Primaire",FALSE,FALSE,1.21814822070928,6.23255412055685
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL F.a. De L'abnégation","Préscolaire",FALSE,FALSE,1.2364023727113,6.2209613575233
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Mon Rocher Primaire","Primaire",FALSE,FALSE,1.22449537047786,6.22144584464935
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEC Agoe-nyive","Préscolaire",FALSE,FALSE,1.21100143733854,6.22578759177266
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL F.a. De L'abnegation","Primaire",FALSE,FALSE,1.23647157131229,6.22106553557448
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Sequoia Primaire","Primaire",FALSE,FALSE,1.23145157025796,6.21557036075316
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL Les Disciples Du Maître","Préscolaire",FALSE,FALSE,1.23229240189146,6.22060931559046
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Le Beau Temps","Primaire",FALSE,FALSE,1.22951696952151,6.23768121327253
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL La Patience","Préscolaire",FALSE,FALSE,1.23503205891784,6.21098086832414
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL La Patience","Primaire",FALSE,FALSE,1.2350416694879,6.21119913185533
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Salut College","Collège",FALSE,FALSE,1.21490090413545,6.2251538991472
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Blossom International Mission School","Lycée",FALSE,FALSE,1.21677885658599,6.21908884842104
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL F. A De L'abnégation","Collège",FALSE,FALSE,1.23645935105403,6.22087057769945
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Salut Lycée","Lycée",FALSE,FALSE,1.2147482045055,6.22506746848921
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Ecole Privee Laique Talento Primaire","Primaire",FALSE,FALSE,1.22475,6.21855166666666
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Ecole Privee Laique Fraternitas College","Collège",FALSE,FALSE,1.21794913702617,6.21909205837838
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Lycée Dikame Lycée","Lycée",TRUE,FALSE,1.23412154388803,6.23582450692715
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Pepiniere Des Cadres College","Collège",FALSE,FALSE,1.23257435389492,6.20738849936243
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nouvelle Elite 2 College","Collège",FALSE,FALSE,1.22835619508334,6.22285574969152
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Amitie De Dieu","Collège",FALSE,FALSE,1.22537150685588,6.21703475707406
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Le Crack","Collège",FALSE,FALSE,1.22047850344924,6.23311505528986
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Esperance","Collège",FALSE,FALSE,1.22450520140283,6.22752186034928
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","LPL La Promotion","Lycée",FALSE,FALSE,1.2359237858608,6.21922120458776
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Le Prestige Du Savoir","Collège",FALSE,FALSE,1.21318730774881,6.2267892514134
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","LPL Perseverantia","Lycée",FALSE,FALSE,1.22645211609255,6.22211911630647
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Fondation College","Collège",FALSE,FALSE,1.21989378204067,6.23195122070823
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","College Complexe Scolaire Larousse","Collège",FALSE,FALSE,1.21787616669105,6.23269348728967
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Lycée Agoe Est College","Collège",TRUE,TRUE,1.22193435906292,6.22216738132735
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Sequoia College","Collège",FALSE,FALSE,1.23139960544311,6.21546223066069
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Lycée Agoè-est","Lycée",TRUE,TRUE,1.22205176594188,6.22257055685
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Mon Rocher Collège","Collège",FALSE,FALSE,1.22461911849244,6.22135629111205
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JE EPL Esperance","Préscolaire",FALSE,FALSE,1.22494905126117,6.22726438277895
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Don De Dieu Logos","Collège",FALSE,FALSE,1.22329669134974,6.22627420589208
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nouvelle Elite 2 Jardin","Préscolaire",FALSE,FALSE,1.2287276401807,6.22300248400828
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Ecole Privee Laique Fraternitas Primaire","Primaire",FALSE,FALSE,1.217965,6.21913166666667
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Astuce 3 College","Collège",FALSE,FALSE,1.23093099639388,6.22243703791041
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","GS Rm Jardin","Préscolaire",FALSE,FALSE,1.18794428336073,6.21018781155569
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","GS Rm Primaire","Primaire",FALSE,FALSE,1.18803846125931,6.21030743814028
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Anome Gc","Primaire",TRUE,FALSE,1.18469297102272,6.21147036934242
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Sauveur College","Collège",FALSE,FALSE,1.17654790690733,6.25012305622347
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Volonte Primaire","Primaire",FALSE,FALSE,1.1790366368684,6.20944729585494
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Volonte JE","Préscolaire",FALSE,FALSE,1.17898877969927,6.20972498467482
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Anome","Préscolaire",TRUE,FALSE,1.18554333333333,6.2108
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Le Progres Primaire","Primaire",FALSE,FALSE,1.17846934572878,6.25279902218133
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Anome Ga","Primaire",TRUE,FALSE,1.1844731927374,6.21133911517429
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Anome Gb","Primaire",TRUE,FALSE,1.18443371938521,6.21121977399315
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Jardin d'enfant CS Le Jourdain","Préscolaire",FALSE,FALSE,1.18465589155015,6.20703193476283
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Complexe Scolaire Le Jourdain Primaire","Primaire",FALSE,FALSE,1.18466456997158,6.2071127729882
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Complexe Scolaire Le Jourdain","Primaire",FALSE,FALSE,1.18468550270448,6.20723152595288
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Nelson Mandela","Primaire",FALSE,FALSE,1.18700152242984,6.20898684335261
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Volonte College","Collège",FALSE,FALSE,1.17881181038831,6.20958451754018
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Complexe Scolaire Le Jourdain Lycée","Lycée",FALSE,TRUE,1.18208349912086,6.20609771214163
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Complexe Scolaire Le Jourdain College","Collège",FALSE,TRUE,1.18208921693846,6.20618085029177
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Kouvahey Adidoadin College","Collège",FALSE,TRUE,1.18421691390936,6.20545941124673
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS J-j Rousseau Primaire","Primaire",FALSE,FALSE,1.1906587835921,6.2408740495498
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Beau Soleil JE","Préscolaire",FALSE,FALSE,1.17774862255686,6.26308191839602
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS J-j Rousseau Jardin","Préscolaire",FALSE,FALSE,1.19062540722985,6.24087596811836
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Bénédiction JE","Préscolaire",FALSE,FALSE,1.17491609570479,6.25896831171988
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Veniat JE","Préscolaire",FALSE,FALSE,1.17219375687613,6.26164819545965
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Sogbossito Gb","Primaire",TRUE,TRUE,1.17184951293068,6.25197086338738
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Gnamassigan Gb","Primaire",TRUE,FALSE,1.18123966530106,6.25716968467151
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Veniat Primaire","Primaire",FALSE,FALSE,1.17213166666667,6.26164
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Reveil Des Elus Primaire","Primaire",FALSE,FALSE,1.17617095498263,6.26018358052159
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Reveil Des Elus JE","Préscolaire",FALSE,FALSE,1.17608348413616,6.26017322649781
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Prosperite Plus Jardin D'enfant.","Préscolaire",FALSE,FALSE,1.17535856523395,6.25974548207216
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Complexe Scolaire La Prosperite Plus Primaire","Primaire",FALSE,FALSE,1.17532891055292,6.25992072540215
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Le Progrès JE","Préscolaire",FALSE,FALSE,1.17847390668022,6.25281649825745
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Gnamassigan","Préscolaire",TRUE,FALSE,1.18109115511167,6.25726220443265
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Bénédiction Primaire","Primaire",FALSE,FALSE,1.17495185074673,6.2590275693582
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Gnamassigan Ga","Primaire",TRUE,TRUE,1.18158302707004,6.25745310413844
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Croyance JE","Préscolaire",FALSE,FALSE,1.17856685450635,6.25669291738978
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Croyance Primaire","Primaire",FALSE,FALSE,1.17863823823287,6.25657822235418
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Esther Sami Primaire","Primaire",FALSE,FALSE,1.18348708725655,6.24204096029193
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Esther Sami Jardin","Préscolaire",FALSE,FALSE,1.18336333333333,6.24203999999999
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Clemence Divine College","Collège",FALSE,FALSE,1.17891480223663,6.24159933550489
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Iwasam","Primaire",FALSE,FALSE,1.1786181115733,6.24691802699917
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Sinou Primaire","Primaire",FALSE,FALSE,1.18525966257301,6.24226061346794
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Sogbossito","Préscolaire",TRUE,TRUE,1.17182621529045,6.25116431852143
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Sogbossito Ga","Primaire",TRUE,TRUE,1.17217378403872,6.25181887457424
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Pater Voluntas Primaire","Primaire",FALSE,FALSE,1.17358370879461,6.24945557356666
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Beau Jour 2 JE","Préscolaire",FALSE,FALSE,1.17516221574989,6.26408135552538
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Croyance Collège","Collège",FALSE,FALSE,1.17863337769713,6.25605639727244
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Pater Voluntas Collège","Collège",FALSE,FALSE,1.17341713765273,6.24948621713901
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Lycée Sogbossito","Lycée",TRUE,TRUE,1.1794918474037,6.25819314265194
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Lycée Sogbossito","Collège",TRUE,TRUE,1.1791774954005,6.25841544846584
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Iwasam College","Collège",FALSE,TRUE,1.17879766493997,6.24682149301514
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS J J Rousseau College","Collège",FALSE,FALSE,1.1906306813824,6.24084834117827
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Clemence Divine JE","Préscolaire",FALSE,FALSE,1.17927000828455,6.24116135245293
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Ecole De La Paix","Primaire",FALSE,FALSE,1.18705177488619,6.23407796884465
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS L'intellect JE","Préscolaire",FALSE,FALSE,1.18557731990913,6.23064184204076
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Logope Ga","Primaire",TRUE,FALSE,1.18094978918488,6.22878443767004
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Fabienne 1 Primaire","Primaire",FALSE,TRUE,1.18127419151491,6.22526844084809
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Sommet Primaire","Primaire",FALSE,FALSE,1.18033971910017,6.23295398947972
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Anokui Logope Gb","Primaire",TRUE,TRUE,1.17977831159424,6.23860761560974
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Institut Scolaire Moliere","Primaire",FALSE,TRUE,1.17879666666667,6.23954166666666
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Anokui Logope Ga","Primaire",TRUE,TRUE,1.17949904514629,6.23930317690045
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Le Progres","Primaire",FALSE,FALSE,1.18317298811948,6.23514571604332
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","IP Le Brillant Primaire","Primaire",FALSE,FALSE,1.18719547758135,6.23368067204158
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Fabienne 1 CI","Préscolaire",FALSE,FALSE,1.18085567058495,6.22538201178744
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Logope","Préscolaire",TRUE,FALSE,1.18065466786928,6.22848952298576
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL Le Sommet","Préscolaire",FALSE,FALSE,1.18037891766914,6.23307824003122
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Ecole De La Paix","Préscolaire",FALSE,FALSE,1.18679068735347,6.23416379223853
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Logope Gb","Primaire",TRUE,FALSE,1.18033197395236,6.2287486800678
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Bethanie-faveur","Primaire",FALSE,FALSE,1.18370624578699,6.23536017519139
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS L'intellect Primaire","Primaire",FALSE,FALSE,1.18537175316673,6.23058749190173
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Galicha Primaire","Primaire",FALSE,FALSE,1.18374732299507,6.22306222989152
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Galicha JE","Préscolaire",FALSE,FALSE,1.18382579402358,6.22303733084829
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Montréal JE","Préscolaire",FALSE,FALSE,1.1865089482997,6.22108221127133
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Montréal","Primaire",FALSE,FALSE,1.18642646279841,6.22128885816356
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS L'intellect College","Collège",TRUE,FALSE,1.18527345621283,6.23062468238717
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Clemence Divine Lycée","Lycée",FALSE,FALSE,1.17889262189728,6.24158625119105
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Le Sommet College","Collège",FALSE,FALSE,1.1802018870964,6.23309950657825
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Fabienne 1 College","Collège",FALSE,FALSE,1.18096881000027,6.225440376505
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Montréal","Collège",FALSE,FALSE,1.18624938408059,6.22111568878943
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Galicha College","Collège",FALSE,FALSE,1.18373263905677,6.22309910670544
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CEG Agoe Nyive Ouest","Collège",TRUE,TRUE,1.18072369897908,6.23491617422501
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Anokui Logope Gb","Préscolaire",TRUE,FALSE,1.17993671621557,6.23866377838922
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JE Le Progrès","Préscolaire",FALSE,FALSE,1.18340148665311,6.23505697362607
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEC Œuvre De La Providence","Préscolaire",FALSE,FALSE,1.17523911833652,6.24339033131289
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Pater Voluntas Collège","Lycée",FALSE,FALSE,1.17376747933981,6.24915623765986
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL La Bruyere","Primaire",FALSE,FALSE,1.1679179009757,6.24145231581696
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL La Bryere","Préscolaire",FALSE,FALSE,1.16830521049436,6.24155991054037
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Locomotive Divine JE","Préscolaire",FALSE,FALSE,1.17063175973171,6.24042736751107
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Parole Primaire","Primaire",FALSE,FALSE,1.16374814824707,6.24610068781401
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Locomotive Divine Primaire","Primaire",FALSE,FALSE,1.17065153199666,6.24045991956005
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL La Solution Idéale Collège","Collège",FALSE,FALSE,1.17435647249359,6.23974897176365
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Pater Voluntas JE","Préscolaire",TRUE,FALSE,1.1734571806931,6.24927182413466
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Parole Lycée","Lycée",FALSE,FALSE,1.16369533499747,6.24596942373513
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Ecole Primaire Catholique Oeuvre De La Providence","Primaire",FALSE,TRUE,1.17523023018986,6.24338100626897
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Agoe Camp Logope","Primaire",TRUE,TRUE,1.16836545245422,6.23280169553524
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPP Camp Logope Gb","Primaire",TRUE,TRUE,1.16893739556904,6.2346947380553
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Alipui Le Grand Primaire","Primaire",FALSE,FALSE,1.16927830092311,6.22777402417415
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEL Les Précieux","Préscolaire",FALSE,FALSE,1.17540658905261,6.23252534738562
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Kulla JE","Préscolaire",FALSE,FALSE,1.17542874791392,6.23082921708806
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Cambridge JE","Préscolaire",TRUE,FALSE,1.17169498950844,6.23447967823089
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Peace And Love","Primaire",FALSE,FALSE,1.17585261300691,6.22664381163014
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Alipui Le Grand JE","Préscolaire",FALSE,FALSE,1.16910237347961,6.22777124127005
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Peace And Love","Préscolaire",FALSE,FALSE,1.17588070877768,6.22664519675564
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","JEP Camp Logope","Préscolaire",TRUE,TRUE,1.16862436587196,6.23485510476022
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","EPL Kulla Primaire","Primaire",FALSE,FALSE,1.17546257398143,6.23083700162216
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","Primaire CS Cercle De Feu","Primaire",FALSE,FALSE,1.16428450064244,6.23258618112497
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nandaba JEL","Préscolaire",FALSE,FALSE,1.1733317153816,6.23317959680588
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Cambridge Primaire","Primaire",FALSE,FALSE,1.1715093521796,6.23470061526306
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nandaba Primaire","Primaire",FALSE,FALSE,1.17321371642046,6.23322138291091
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Rusee JE","Préscolaire",FALSE,FALSE,1.16573067354307,6.23457111187001
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Rusee Primaire Ga","Primaire",FALSE,FALSE,1.16566622731978,6.23448113157927
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Rusee Primaire Gb","Primaire",FALSE,FALSE,1.16570095043143,6.23452770725898
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Fabienne 3 Lycée","Lycée",FALSE,TRUE,1.16042829281428,6.23392632492209
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Alipui Le Grand College","Collège",FALSE,FALSE,1.16911378947807,6.22780219704752
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Parole JEL","Préscolaire",FALSE,FALSE,1.16378981828248,6.24608200466817
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CPL Kulla","Collège",FALSE,FALSE,1.17531863318595,6.23092054953803
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nandaba Lycée","Lycée",FALSE,FALSE,1.173660988589,6.23240635000646
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Semence College","Collège",FALSE,FALSE,1.15894696689501,6.23506832265665
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS Nandaba College","Collège",FALSE,FALSE,1.17351226600411,6.2324061178574
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1","Agoè-Nyivé","CS La Semence Lycée","Lycée",FALSE,FALSE,1.15894333333333,6.23507666666666
